42.307316483502944, -83.02193641138524
42.984303983521, -81.24758997847402
43.47163036101082, -80.5338447946284
43.44995003166006, -80.5008858091302
43.25230906137644, -79.85555814851463
43.586463252510434, -79.63995145807868
43.652079132885184, -79.37627958752469
44.23147384997221, -76.49482383025517
45.41138507380363, -75.67254081809051
45.499294946552844, -73.56596117461733
45.40350707465665, -71.89212243836285
46.3450435297991, -72.55836736429012
46.81322184845492, -71.23058896905312
48.42317616657227, -71.06477096653204
